Fri Aug 04 14:17:19 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 14 12:05:45 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 14 12:09:38 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 14 12:09:40 CEST 2023 +| Miguel +| SELECT * FROM CLIENTES
Mon Aug 14 12:10:44 CEST 2023 +| Miguel +| UPDATE Cliente 7
Mon Aug 14 12:16:44 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 14 12:17:25 CEST 2023 +| Miguel +| UPDATE Cliente 5
Mon Aug 14 12:19:56 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 14 12:20:22 CEST 2023 +| Miguel +| UPDATE PEDIDO 1
Mon Aug 14 12:21:36 CEST 2023 +| Miguel +| UPDATE Cliente 2
Mon Aug 14 12:24:05 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 14 12:24:33 CEST 2023 +| Miguel +| UPDATE Cliente 4
Mon Aug 14 12:25:02 CEST 2023 +| Miguel +| UPDATE Cliente 13
Mon Aug 14 12:25:10 CEST 2023 +| Miguel +| SELECT * FROM CLIENTES
Mon Aug 14 12:25:42 CEST 2023 +| Miguel +| UPDATE Cliente 7
Mon Aug 14 12:25:49 CEST 2023 +| Miguel +| SELECT * FROM CLIENTES
Mon Aug 14 12:26:34 CEST 2023 +| Miguel +| UPDATE Cliente 5
Mon Aug 14 12:27:09 CEST 2023 +| Miguel +| UPDATE Cliente 7
Mon Aug 14 12:27:29 CEST 2023 +| Miguel +| UPDATE Cliente 8
Mon Aug 14 12:27:34 CEST 2023 +| Miguel +| SELECT * FROM CLIENTES
Mon Aug 14 12:39:22 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 14 12:41:15 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 14 12:42:20 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 14 12:43:07 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 14 12:43:40 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 14 12:48:30 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 14 12:49:05 CEST 2023 +| Miguel +| INSERT INTO Clientes VALUES(null,'Ramón','Esta Cansado','c/ Sueño, 7','623456789');
Mon Aug 14 12:52:01 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 14 12:52:04 CEST 2023 +| Miguel +| SELECT * FROM CLIENTES
Mon Aug 14 12:52:58 CEST 2023 +| Miguel +| INSERT INTO Clientes VALUES(null,'David','Campos Mudarra','c/ Sandía, 10','666333444');
Mon Aug 14 12:54:44 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 14 12:55:22 CEST 2023 +| Miguel +| INSERT INTO Clientes VALUES(null,'Antonio','Notario Benitez','c/ Ruina, 9','666888222');
Mon Aug 14 12:56:05 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 14 12:56:40 CEST 2023 +| Miguel +| INSERT INTO Clientes VALUES(null,'Ernesto','Naranjo Fuentes','c/ Música, 8','666999777');
Mon Aug 14 13:01:36 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 14 13:02:09 CEST 2023 +| Miguel +| INSERT INTO servicios (nombreMenu, ingredienteMenu, precioMenu) VALUES ('Menú Invierno', 'Sopa y lentejas', 13.0)
Mon Aug 14 13:04:09 CEST 2023 +| Miguel +| INSERT INTO Clientes VALUES(null,'Domingo','Mateos Gomez','c/ Gimnasio, 43','635475892');
Mon Aug 14 13:09:11 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 14 13:11:59 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 14 13:13:50 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 14 13:14:48 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 14 13:15:14 CEST 2023 +| Miguel +| INSERT INTO pedidos (idClienteFK, idServicioFK, fechaPreparacionPedidos) VALUES (2, 7, '2023/08/17')
Mon Aug 14 13:18:43 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 14 13:19:09 CEST 2023 +| Miguel +| INSERT INTO pedidos (idClienteFK, idServicioFK, fechaPreparacionPedidos) VALUES (12, 4, '2023/08/15')
Mon Aug 14 13:21:52 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 14 13:22:16 CEST 2023 +| Miguel +| DELETE FROM CLIENTES 14
Mon Aug 14 13:23:14 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 14 13:23:35 CEST 2023 +| Miguel +| DELETE FROM CLIENTES 15
Mon Aug 14 13:24:16 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 14 13:24:26 CEST 2023 +| Miguel +| ERROR DELETE FROM SERVICIOS
Mon Aug 14 19:29:51 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 14 19:30:00 CEST 2023 +| Miguel +| DELETE FROM SERVICIOS 1
Mon Aug 14 19:34:46 CEST 2023 +| Miguel +| DELETE FROM SERVICIOS 4
Mon Aug 14 19:36:39 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 14 19:36:43 CEST 2023 +| Miguel +| SELECT * FROM CLIENTES
Mon Aug 14 19:38:33 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 14 19:38:49 CEST 2023 +| Miguel +| PRINT TO PDF PEDIDOS
Mon Aug 14 19:39:02 CEST 2023 +| Miguel +| LISTADO EXCEL PEDIDOS
Mon Aug 14 19:54:16 CEST 2023 +| Miguel +| DELETE FROM SERVICIOS 5
Mon Aug 14 19:54:26 CEST 2023 +| Miguel +| DELETE FROM SERVICIOS 6
Mon Aug 14 19:54:56 CEST 2023 +| Miguel +| AYUDA
Wed Aug 16 10:42:05 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Wed Aug 16 10:48:30 CEST 2023 +| [Login de 'Juan'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Juan' AND claveUsuario = SHA2('Juan', 256);
Wed Aug 16 10:55:06 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Wed Aug 16 11:08:45 CEST 2023 +| Miguel +| INSERT INTO Clientes VALUES(null,'Antonio','Diaz Perez','c/ Sevilla, 44','678876543');
Wed Aug 16 11:12:01 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Wed Aug 16 11:12:33 CEST 2023 +| Miguel +| INSERT INTO Clientes VALUES(null,'Manuel','Suarez Cabello','c/ Dromedario, 23','666444777');
Wed Aug 16 11:22:19 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Wed Aug 16 11:23:51 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Wed Aug 16 11:24:46 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Wed Aug 16 11:29:33 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Wed Aug 16 11:29:50 CEST 2023 +| Miguel +| DELETE FROM CLIENTES 7
Wed Aug 16 11:30:08 CEST 2023 +| Miguel +| DELETE FROM SERVICIOS 8
Wed Aug 16 11:37:44 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Wed Aug 16 11:37:46 CEST 2023 +| Miguel +| SELECT * FROM CLIENTES
Wed Aug 16 12:06:00 CEST 2023 +| Miguel +| UPDATE Cliente 4
Wed Aug 16 12:21:10 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Wed Aug 16 12:25:35 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Wed Aug 16 12:26:28 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Wed Aug 16 12:26:52 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Wed Aug 16 12:27:16 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Wed Aug 16 12:27:39 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Wed Aug 16 12:28:34 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Wed Aug 16 12:32:00 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Wed Aug 16 12:32:31 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Wed Aug 16 12:32:56 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Wed Aug 16 12:38:47 CEST 2023 +| Miguel +| UPDATE  SERVICIO java.awt.TextField[textfield0,13,147,224x23,text=Menú Verano,editable,selection=11-11]
Wed Aug 16 12:43:25 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Wed Aug 16 12:44:35 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Wed Aug 16 13:03:46 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Thu Aug 17 11:38:20 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Thu Aug 17 11:39:16 CEST 2023 +| Miguel +| INSERT INTO servicios (nombreMenu, ingredienteMenu, precioMenu) VALUES ('Menú Barragán', 'Pasta Carbonara, ensalada canonigos.', 11.0)
Thu Aug 17 11:50:09 CEST 2023 +| Miguel +| INSERT INTO pedidos (idClienteFK, idServicioFK, fechaPreparacionPedidos) VALUES (8, 9, '2023/08/17')
Thu Aug 17 12:00:38 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Thu Aug 17 12:17:18 CEST 2023 +| Miguel +| UPDATE PEDIDO 9
Thu Aug 17 12:26:29 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Thu Aug 17 12:27:37 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Thu Aug 17 12:30:00 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Thu Aug 17 12:31:30 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Thu Aug 17 12:32:18 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Thu Aug 17 12:32:56 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Thu Aug 17 12:33:55 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Thu Aug 17 12:36:57 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Thu Aug 17 12:43:17 CEST 2023 +| Miguel +| UPDATE PEDIDO 9
Thu Aug 17 12:58:52 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Thu Aug 17 13:08:43 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Thu Aug 17 13:09:10 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 21 10:19:16 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 21 10:36:24 CEST 2023 +| Miguel +| SELECT * FROM CLIENTES
Mon Aug 21 11:35:17 CEST 2023 +| Miguel +| INSERT INTO servicios (nombreMenu, ingredienteMenu, precioMenu) VALUES ('Menú Inglés', 'Salchichas, bacon y champiñones.', 14.0)
Mon Aug 21 11:47:59 CEST 2023 +| Miguel +| UPDATE  SERVICIO java.awt.TextField[textfield0,13,147,224x23,text=Menú Barragán,editable,selection=0-0]
Mon Aug 21 11:50:48 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 21 11:51:21 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 21 11:56:46 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 21 11:57:21 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 21 12:23:38 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 21 12:24:01 CEST 2023 +| Miguel +| UPDATE  SERVICIO java.awt.TextField[textfield0,13,147,224x23,text=Menú Verano,editable,selection=0-0]
Mon Aug 21 12:27:21 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Aug 21 12:46:47 CEST 2023 +| Miguel +| INSERT INTO pedidos (idClienteFK, idServicioFK, fechaPreparacionPedidos) VALUES (12, 10, '2023/08/28')
Mon Aug 21 12:47:14 CEST 2023 +| Miguel +| INSERT INTO pedidos (idClienteFK, idServicioFK, fechaPreparacionPedidos) VALUES (8, 7, '2023/09/27')
Wed Aug 23 11:45:56 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Wed Aug 23 12:06:14 CEST 2023 +| Miguel +| INSERT INTO Clientes VALUES(null,'Miguel','Barragán Campos','c/ Cansancio, 8','666000111');
Wed Aug 23 12:21:17 CEST 2023 +| Miguel +| DELETE FROM CLIENTES 17
Wed Aug 23 12:25:00 CEST 2023 +| Miguel +| SELECT * FROM CLIENTES
Wed Aug 23 12:32:54 CEST 2023 +| Miguel +| UPDATE Cliente 8
Mon Sep 04 12:13:32 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Sep 04 12:19:35 CEST 2023 +| Miguel +| INSERT INTO servicios (nombreMenu, ingredienteMenu, precioMenu) VALUES ('Menu Italiano', 'Macarrones y Pizza', 13.0)
Mon Sep 04 12:25:25 CEST 2023 +| Miguel +| DELETE FROM SERVICIOS 11
Mon Sep 04 12:29:48 CEST 2023 +| Miguel +| UPDATE  SERVICIO java.awt.TextField[textfield0,13,147,224x23,text=Menú Inglés,editable,selection=0-0]
Mon Sep 04 12:35:23 CEST 2023 +| Miguel +| INSERT INTO pedidos (idClienteFK, idServicioFK, fechaPreparacionPedidos) VALUES (13, 7, '2023/09/05')
Mon Sep 04 12:38:26 CEST 2023 +| Miguel +| UPDATE PEDIDO 11
Mon Sep 04 13:12:47 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Sep 04 13:14:46 CEST 2023 +| Miguel +| ERROR DELETE FROM CLIENTES
Mon Sep 04 13:16:46 CEST 2023 +| Miguel +| DELETE FROM CLIENTES 16
Mon Sep 04 13:19:40 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Sep 04 13:20:28 CEST 2023 +| Miguel +| DELETE FROM CLIENTES 18
Mon Sep 04 13:29:08 CEST 2023 +| Miguel +| ERROR DELETE FROM CLIENTES
Tue Sep 05 11:16:13 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Tue Sep 05 11:55:47 CEST 2023 +| Miguel +| INSERT INTO servicios (nombreMenu, ingredienteMenu, precioMenu) VALUES ('Menu Pileño', 'Solomillo al Whiskey con patatas.', 15.0)
Tue Sep 05 12:11:39 CEST 2023 +| Miguel +| DELETE FROM SERVICIOS 9
Tue Sep 05 12:13:45 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Tue Sep 05 12:14:01 CEST 2023 +| Miguel +| DELETE FROM CLIENTES 19
Tue Sep 05 12:16:51 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Tue Sep 05 12:18:46 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Tue Sep 05 12:21:42 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Tue Sep 05 12:23:34 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Tue Sep 05 12:28:03 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Tue Sep 05 12:29:57 CEST 2023 +| Miguel +| DELETE FROM SERVICIOS 12
Thu Sep 07 12:11:36 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Thu Sep 07 12:11:39 CEST 2023 +| Miguel +| AYUDA
Thu Sep 07 12:23:55 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Thu Sep 07 12:28:21 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Thu Sep 07 12:28:23 CEST 2023 +| Miguel +| AYUDA
Mon Sep 11 13:37:59 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Sep 11 13:39:55 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Sep 11 13:41:22 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Sep 11 13:41:24 CEST 2023 +| Miguel +| AYUDA
Mon Sep 11 13:43:25 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Mon Sep 11 13:43:27 CEST 2023 +| Miguel +| AYUDA
Tue Sep 12 10:47:10 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Tue Sep 12 10:47:19 CEST 2023 +| Miguel +| AYUDA
Wed Sep 13 08:41:32 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Wed Sep 13 08:50:07 CEST 2023 +| Miguel +| SELECT * FROM CLIENTES
Wed Sep 13 08:50:10 CEST 2023 +| Miguel +| PRINT TO PDF CLIENTES
Wed Sep 13 08:52:34 CEST 2023 +| Miguel +| SELECT * FROM CLIENTES
Wed Sep 13 08:52:51 CEST 2023 +| Miguel +| PRINT TO PDF CLIENTES
Wed Sep 13 08:54:49 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Wed Sep 13 08:54:55 CEST 2023 +| Miguel +| SELECT * FROM CLIENTES
Thu Sep 14 12:20:02 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Thu Sep 14 12:20:10 CEST 2023 +| Miguel +| SELECT * FROM CLIENTES
Fri Sep 15 09:32:06 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Fri Sep 15 09:36:57 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Sat Sep 16 12:02:11 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Sat Sep 16 12:02:18 CEST 2023 +| Miguel +| PRINT TO PDF SERVICIOS
Sat Sep 16 12:04:46 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Sat Sep 16 12:04:48 CEST 2023 +| Miguel +| SELECT * FROM CLIENTES
Sat Sep 16 12:04:50 CEST 2023 +| Miguel +| PRINT TO PDF CLIENTES
Sat Sep 16 12:07:25 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Sat Sep 16 12:07:31 CEST 2023 +| Miguel +| SELECT * FROM CLIENTES
Sat Sep 16 12:07:34 CEST 2023 +| Miguel +| PRINT TO PDF CLIENTES
Sat Sep 16 12:09:28 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Sat Sep 16 12:09:34 CEST 2023 +| Miguel +| SELECT * FROM CLIENTES
Sat Sep 16 12:11:39 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Sat Sep 16 12:11:41 CEST 2023 +| Miguel +| SELECT * FROM CLIENTES
Sat Sep 16 12:18:56 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Sat Sep 16 12:18:58 CEST 2023 +| Miguel +| SELECT * FROM CLIENTES
